colName,betaDiff?,zeroCDF_hat,2-side p-value_hat,2-side LB_hat (<= 0.025),2-side UB_hat (>= 0.975),2-side failToReject,1-side p-value_hat,1-side LB_hat (<= 0.05),1-side failToReject
ChatGPT&Line_Chart&retrieve_value,True,0.02390223259916533,0.04780446519833066,0.001204670469576933,0.24476972856577428,False,0.02390223259916533,0.021040999374855398,False
Gemini&Line_Chart&retrieve_value,True,0.7304849749548536,0.5390300500902927,-0.14818669796919015,0.07768979817469646,True,0.7304849749548536,-0.1300583369832265,True
ChatGPT&Line_Chart&find_extremum,False,0.816,0.3680000000000001,-0.058218630041205616,0.019427452409431202,True,0.816,-0.0507426019352836,True
Gemini&Line_Chart&find_extremum,True,0.5157564904752936,0.9684870190494128,-0.10628469274639384,0.10235118881486119,True,0.5157564904752936,-0.08945567077326516,True
ChatGPT&Line_Chart&determine_range,True,0.9999986952741148,2.60945177044114e-06,-0.3947987704808582,-0.1670848075024979,False,0.9999986952741148,-0.37728026033815054,True
Gemini&Line_Chart&determine_range,True,0.6931004643900388,0.6137990712199224,-0.13925136139864042,0.08189184614490251,True,0.6931004643900388,-0.12133286312743345,True
ChatGPT&Line_Chart&find_correlations_trends,False,0.0,0.0,0.8052677796933038,0.924425461821198,False,0.0,0.8161301948698565,False
Gemini&Line_Chart&find_correlations_trends,False,0.0,0.0,0.2696144995894936,0.4643430401988095,False,0.0,0.28411863217220423,False
ChatGPT&Line_Chart&make_comparisons,True,0.05543270584161315,0.1108654116832263,-0.021811991336177377,0.21124369052742806,True,0.05543270584161315,-0.0030138030053024267,True
Gemini&Line_Chart&make_comparisons,True,0.06197588814828881,0.12395177629657762,-0.022996838062486653,0.1882527904201128,True,0.06197588814828881,-0.005797535734007554,True
Bar_Chart&ChatGPT&retrieve_value,True,0.00903952156833064,0.01807904313666128,0.024711038024731298,0.2598381071964599,False,0.00903952156833064,0.04394419220582193,False
Bar_Chart&Gemini&retrieve_value,True,0.5884835673284938,0.8230328653430123,-0.1382987602163147,0.11022075611821659,True,0.5884835673284938,-0.11848941039301832,True
Bar_Chart&ChatGPT&find_extremum,False,0.869,0.262,-6.2102431822054135e-06,5.180092506681756e-07,True,0.869,-4.527245916019583e-06,True
Bar_Chart&Gemini&find_extremum,False,0.836,0.32800000000000007,-0.0494068731499701,0.013953731651489405,True,0.836,-0.0443831532010723,True
Bar_Chart&ChatGPT&determine_range,True,0.9112476197070076,0.17750476058598474,-0.20932500012084018,0.03891866328276268,True,0.9112476197070076,-0.18960340967907127,True
Bar_Chart&Gemini&determine_range,True,0.8978508125131307,0.2042983749737386,-0.18585385606787108,0.040111565339604714,True,0.8978508125131307,-0.1678476074924074,True
Bar_Chart&ChatGPT&make_comparisons,True,0.9865796768949516,0.02684064621009674,-0.23078603904782563,-0.014128015108303938,False,0.9865796768949516,-0.21344269536816088,True
Bar_Chart&Gemini&make_comparisons,True,0.9944401462886024,0.011119707422795111,-0.22366743669494535,-0.029224304470247722,False,0.9944401462886024,-0.20787524755120973,True
